"outcome","patient_char","bin","mkt","mean","sd","l_95","u_95"
"ch_csection","age","(45.4,54]",6,0.0535557567609311,0.0150637496909599,0.0240308073666498,0.0830807061552125
"ch_csection","age","(45.4,54]",7,0.00751795779178498,0.00467804297056334,-0.00165100643051916,0.0166869220140891
"ch_csection","age","(45.4,54]",8,-0.011739266622596,0.00497036330101455,-0.0214811786925846,-0.00199735455260753
"ch_csection","age","(45.4,54]",10,-0.015058914152389,0.0126160049382244,-0.0397862838313088,0.00966845552653075
"ch_csection","age","(45.4,54]",11,-0.0621817288826618,0.00823374705262968,-0.078319873105816,-0.0460435846595076
"ch_csection","age","[11,19.6]",2,0.00333170827040972,0.00137271892334547,0.000641179180652588,0.00602223736016685
"ch_csection","age","[11,19.6]",3,-0.0336416557736602,0.00387180908027422,-0.0412304015709976,-0.0260529099763227
"ch_csection","age","[11,19.6]",4,-0.0581843140824271,0.0031958382897911,-0.0644481571304177,-0.0519204710344365
"ch_csection","age","[11,19.6]",5,-0.00432329603542633,0.000948901198670056,-0.00618314238481964,-0.00246344968603302
"ch_csection","age","[11,19.6]",6,0.035615828116351,0.00534347071883974,0.0251426255074251,0.0460890307252769
